DATE,PS_AVG,TMP_AVG,TMP_MAX,TMP_MNM,TD_AVG,HM_AVG,HM_MNM,WSPD_AVG,WSPD_MAX,WD_MAX,WSPD_INS,WD_INS,CA_TOT_AVG,RN_SUM,SD_MAX,VIS_MNM,CLA,CLF,BASE
1,999.8,23.9,29.1,15.7,17.5,68,52,11.0,21,20,33,20,2.6,,,230,6,ST,18
2,1006.1,25.3,29.8,22.4,17.1,62,43,11.8,18,16,28,14,3.6,0.0,,220,6,ST,18
3,1008.7,24.6,28.5,22.6,17.5,65,53,7.5,18,28,29,30,3.9,,,,5,SC,30
4,1011.2,24.6,28.1,21.9,19.6,74,62,6.7,13,29,17,29,6.2,,,500,5,AC,110
5,1010.2,25.1,28.6,22.5,18.6,68,54,7.4,14,30,27,32,3.8,,,,5,AC,110
6,1009.3,24.0,27.6,20.4,18.6,72,55,6.5,16,27,26,26,4.8,,,220,5,ST,5
7,1006.7,23.5,27.8,20.1,17.8,71,50,6.1,13,28,28,32,4.7,,,20,4,SC,20
8,1006.9,24.0,27.4,21.7,18.0,70,56,6.7,14,28,23,30,5.7,1.0,,350,5,SC,25
9,1010.0,23.5,27.0,20.5,18.1,72,54,7.5,19,28,28,28,4.0,0.0,,140,5,SC,20
10,1012.3,23.6,27.9,20.0,18.4,73,54,7.0,16,7,24,8,5.8,,,240,4,ST,16
11,1014.6,23.6,27.2,18.3,17.4,69,51,9.0,19,15,31,15,5.5,28.5,,160,3,CB,15
12,1016.5,23.8,28.1,20.5,17.6,69,56,8.5,18,7,24,8,2.5,,,500,5,AC,110
13,1018.0,23.6,28.2,19.4,16.7,66,53,7.1,13,5,17,5,3.1,,,800,5,CI,180
14,1017.7,24.4,27.9,22.7,17.3,65,48,4.6,11,29,23,29,4.1,,,350,3,SC,25
15,1016.7,23.5,26.8,19.5,17.4,69,55,4.1,9,30,20,29,5.1,,,270,3,SC,20
16,1014.9,23.8,27.6,20.6,17.2,67,47,3.8,7,26,14,27,7.0,,,420,3,AC,110
17,1011.6,23.8,28.7,19.8,15.0,60,36,7.9,16,11,22,11,4.4,6.5,,420,5,SC,25
18,1011.7,23.1,28.0,19.8,14.3,59,39,8.5,12,6,17,5,3.8,,,,4,AC,110
19,1013.2,21.8,27.0,17.8,11.9,55,37,9.2,14,4,21,4,3.4,,,,6,AC,120
20,1017.2,20.4,25.6,16.1,6.7,44,24,8.7,14,5,19,5,0.8,,,,,,
21,1021.1,19.8,24.6,14.2,7.4,47,25,5.0,9,5,14,7,4.3,,,,5,AC,120
22,1018.6,21.2,25.9,17.2,11.3,55,35,5.5,9,29,17,28,2.8,,,900,7,CI,180
23,1017.4,21.0,25.8,16.5,13.4,63,45,5.0,9,31,13,30,2.0,,,300,5,CI,200
24,1016.6,21.5,26.6,16.9,14.0,63,43,4.4,10,33,17,30,3.6,,,190,5,CI,200
25,1017.1,22.1,26.6,18.4,14.3,63,43,4.3,8,30,12,30,6.3,,,250,7,CI,180
26,1016.1,23.2,27.7,19.7,16.1,66,43,5.0,12,13,17,14,5.1,,,380,5,AC,120
27,1016.2,20.9,23.4,18.6,17.1,79,69,4.5,12,3,15,3,7.4,10.5,,250,5,SC,30
28,1015.3,20.0,21.6,18.5,16.2,79,73,4.4,10,2,12,2,7.5,0.0,,320,5,SC,25
29,1015.8,20.6,24.9,17.7,13.1,63,50,10.1,14,5,19,5,5.7,,,,5,AC,110
30,1015.5,20.6,23.7,18.7,14.1,67,59,5.1,11,15,14,15,6.9,,,500,4,AC,120
