DATE,PS_AVG,TMP_AVG,TMP_MAX,TMP_MNM,TD_AVG,HM_AVG,HM_MNM,WSPD_AVG,WSPD_MAX,WD_MAX,WSPD_INS,WD_INS,CA_TOT_AVG,RN_SUM,SD_MAX,VIS_MNM,CLA,CLF,BASE
1,1011.3,26.1,31.2,20.8,16.4,58,33,6.1,11,11,17,11,1.9,,,600,,,
2,1009.4,25.2,29.1,21.7,15.0,54,40,7.0,12,15,17,14,4.5,,,,5,SC,30
3,1001.9,23.5,25.8,20.9,19.2,77,67,7.5,18,29,26,29,7.6,29.5,,70,5,SC,20
4,998.3,23.9,27.8,19.6,16.6,65,46,9.3,19,29,26,30,2.5,,,350,5,AC,120
5,1003.2,25.3,28.5,23.0,17.3,62,51,11.6,20,28,27,27,2.0,,,,,,
6,1004.2,24.6,27.4,21.1,18.6,70,50,8.5,21,22,31,22,5.7,0.0,,800,5,SC,20
7,1005.8,22.5,25.8,18.8,11.3,51,27,11.6,18,24,25,26,4.2,0.5,,800,5,SC,20
8,1013.9,21.7,26.3,17.4,11.2,52,34,6.0,11,28,15,33,0.3,,,,,,
9,1016.7,21.3,25.7,16.5,10.9,53,31,6.2,12,5,17,5,0.0,,,,,,
10,1020.6,22.4,26.6,17.9,12.6,56,38,7.4,13,6,17,5,2.1,,,,,,
11,1020.9,22.0,25.6,17.4,9.6,47,34,6.3,13,15,19,14,5.6,,,,5,AC,110
12,1018.4,22.5,27.1,17.0,12.1,53,39,7.0,13,14,17,14,3.3,,,,6,CI,180
13,1017.0,23.5,28.2,20.1,15.6,62,44,5.8,10,4,16,7,6.7,,,,5,AC,100
14,1015.6,24.0,27.7,20.6,16.3,63,51,6.3,12,15,15,14,7.1,0.0,,800,5,SC,30
15,1014.7,23.3,24.8,21.7,18.2,73,63,4.9,8,27,14,28,7.5,0.0,,700,5,SC,20
16,1015.6,22.3,23.7,21.0,17.4,74,57,7.0,14,27,21,28,8.0,1.5,,420,5,SC,30
17,1017.5,22.0,25.0,17.6,13.7,60,45,6.5,12,28,19,30,2.9,0.0,,,8,AS,100
18,1017.1,21.9,24.9,17.9,11.1,52,33,4.3,10,29,14,29,5.6,,,,6,AC,130
19,1014.6,21.6,25.3,19.1,12.5,57,36,4.7,10,19,13,20,7.4,0.5,,800,5,SC,25
20,1010.5,19.2,20.5,18.2,14.2,73,60,8.3,11,6,16,5,7.9,1.5,,250,5,SC,20
21,1010.0,20.4,23.0,18.0,15.4,73,64,6.0,9,6,13,9,7.3,10.5,,700,5,SC,20
22,1014.8,21.6,25.8,16.7,10.7,54,26,7.0,18,33,26,33,1.8,2.5,,450,5,SC,30
23,1016.1,20.8,24.5,17.2,9.3,49,29,8.8,17,30,26,30,3.1,0.0,,,5,SC,30
24,1019.3,18.8,21.5,14.0,3.7,37,28,9.0,13,34,19,32,0.4,,,,,,
25,1020.0,17.8,23.6,12.7,5.2,47,19,6.7,13,5,17,5,0.3,,,,,,
26,1019.9,19.2,24.5,15.4,7.4,49,27,6.5,11,5,14,5,3.6,,,,7,CS,180
27,1019.3,18.5,23.5,13.4,7.8,52,34,6.5,11,5,14,5,0.3,,,,,,
28,1018.4,18.7,22.3,15.2,8.6,52,45,6.7,10,12,15,12,5.3,,,,7,AC,70
29,1014.4,20.2,25.2,15.2,11.2,58,36,6.2,11,30,15,29,0.1,,,,,,
30,1007.2,18.2,21.1,15.4,6.3,49,27,11.2,19,30,32,30,1.5,,,,5,SC,25
