DATE,PS_AVG,TMP_AVG,TMP_MAX,TMP_MNM,TD_AVG,HM_AVG,HM_MNM,WSPD_AVG,WSPD_MAX,WD_MAX,WSPD_INS,WD_INS,CA_TOT_AVG,RN_SUM,SD_MAX,VIS_MNM,CLA,CLF,BASE
1,1031.3,-2.9,3.0,-8.8,-13.0,50,22,3.5,8,29,16,26,1.2,0.0,,500,6,SC,30
2,1028.6,0.6,7.5,-8.4,-6.2,63,41,4.2,8,21,14,22,2.5,0.0,,50,5,SC,30
3,1023.4,5.3,9.8,2.0,0.9,75,61,4.0,14,15,15,15,7.0,2.5,,40,5,SC,20
4,1023.7,-1.2,3.6,-6.3,-11.4,49,27,9.2,17,31,25,31,1.6,0.0,,180,4,SC,30
5,1023.5,-4.3,-0.4,-8.4,-16.7,40,26,5.6,13,32,19,32,1.2,0.0,.3,330,6,SC,25
6,1022.6,0.4,6.0,-5.9,-6.0,65,33,5.9,12,34,18,32,4.0,1.0,.6,200,6,SC,22
7,1023.2,-0.2,4.1,-4.6,-6.0,68,44,6.9,13,32,18,32,4.2,,,10,9,FG,1
8,1024.9,-3.8,-0.4,-7.1,-15.6,42,29,5.0,11,31,15,34,1.6,,,,5,SC,30
9,1020.9,-1.1,5.3,-7.4,-10.7,50,32,2.8,7,19,13,22,2.4,,,,5,SC,30
10,1014.9,1.6,8.7,-2.8,-4.7,65,38,7.5,19,32,27,33,5.0,6.0,.2,250,5,SC,25
11,1024.4,-6.7,-2.8,-11.5,-18.8,40,29,9.9,21,30,28,30,0.4,,,,,,
12,1030.9,-9.5,-5.2,-12.7,-20.0,45,29,5.9,13,33,16,32,0.0,,,,,,
13,1033.2,-8.9,-4.5,-12.2,-20.4,42,26,6.1,11,35,15,35,0.0,,,,,,
14,1032.8,-7.8,-2.3,-12.6,-17.3,49,33,3.2,7,4,11,3,4.0,,,,5,AC,150
15,1027.6,-4.0,0.9,-10.2,-12.6,55,30,3.1,9,33,13,32,5.6,0.0,,500,7,SC,20
16,1028.3,-5.9,-1.9,-8.9,-17.0,46,24,8.3,17,34,24,32,0.9,,,500,,,
17,1031.5,-7.4,-2.3,-12.9,-18.7,43,27,3.8,9,33,12,32,0.7,,,,5,SC,30
18,1027.0,-0.4,5.1,-5.1,-5.7,69,51,6.0,12,26,22,25,5.3,2.2,4.3,120,5,SC,25
19,1032.2,-4.5,-1.2,-9.0,-14.1,51,26,5.8,15,34,21,33,0.4,,,600,,,
20,1031.3,-4.2,2.0,-12.4,-10.4,65,40,5.0,11,18,20,30,4.0,0.5,2.3,80,7,SC,20
21,1031.8,-3.6,4.4,-11.4,-8.1,73,55,3.4,8,30,14,24,1.5,,2,10,,,
22,1026.4,2.9,7.8,-4.7,-3.0,66,53,6.0,11,19,19,20,3.9,,,500,6,SC,25
23,1023.2,5.1,9.4,0.0,0.4,73,53,3.8,8,19,12,17,5.3,,,160,6,SC,20
24,1014.4,2.9,5.8,-0.8,-0.6,78,59,6.8,13,32,19,31,5.8,18.0,,35,5,SC,20
25,1023.5,-2.3,0.2,-5.2,-12.8,46,32,6.2,14,31,20,32,1.1,,,800,6,SC,30
26,1026.2,-4.2,-1.2,-8.2,-15.5,47,22,7.7,16,32,22,30,0.5,,,,5,SC,30
27,1031.0,-7.3,-3.5,-11.0,-20.5,37,23,4.5,11,31,15,30,0.0,,,,,,
28,1030.5,-2.5,0.1,-8.4,-13.8,44,23,2.8,6,34,8,33,6.2,0.0,,,7,SC,20
29,1027.5,1.2,5.8,-3.9,-5.4,63,51,3.3,7,15,10,31,4.3,0.0,,250,7,SC,19
30,1025.4,0.3,5.1,-4.3,-3.5,77,56,3.0,7,16,11,17,6.2,0.5,.2,50,7,SC,20
31,1024.0,-0.7,3.3,-4.8,-8.7,59,32,5.4,13,30,18,29,1.3,0.5,.5,50,7,SC,20
