DATE,PS_AVG,TMP_AVG,TMP_MAX,TMP_MNM,TD_AVG,HM_AVG,HM_MNM,WSPD_AVG,WSPD_MAX,WD_MAX,WSPD_INS,WD_INS,CA_TOT_AVG,RN_SUM,SD_MAX,VIS_MNM,CLA,CLF,BASE
1,1022.4,4.1,13.0,-3.1,-4.8,58,27,3.5,10,30,15,26,0.3,,,160,,,
2,1019.9,4.9,13.9,-3.1,-4.8,56,22,2.4,9,30,11,35,3.3,,,70,7,CI,200
3,1013.8,6.6,14.8,-2.2,-4.1,52,19,3.9,8,34,11,33,4.5,,,250,6,CI,180
4,1014.0,8.1,15.6,2.2,-1.8,54,26,4.3,9,30,16,25,2.9,,,120,7,CI,180
5,1020.5,7.4,13.0,3.9,1.8,69,43,4.5,10,24,17,22,5.2,,,90,9,FG,9
6,1016.8,6.4,12.0,1.2,0.5,67,46,4.2,10,33,15,30,4.9,,,170,6,SC,20
7,1020.0,5.7,12.8,-0.1,-3.3,56,30,6.6,14,28,19,28,0.4,,,320,,,
8,1025.4,3.7,12.4,-4.4,-7.3,50,20,3.9,12,31,19,21,0.0,,,900,,,
9,1022.5,5.0,14.0,-4.2,-7.7,48,11,3.0,9,30,13,30,3.5,,,60,5,AC,150
10,1014.5,8.2,15.1,3.6,-6.5,39,13,5.2,9,36,12,36,6.2,,,,8,AS,100
11,1009.8,5.0,9.4,-1.3,-1.4,65,43,4.2,9,25,16,23,4.0,0.0,,250,5,SC,20
12,1011.6,3.7,9.6,-1.2,-6.1,54,24,7.8,18,30,25,29,3.1,0.0,,90,8,ST,12
13,1020.3,3.5,8.5,-2.9,-10.7,37,18,10.0,23,31,30,30,0.5,0.0,,,5,SC,40
14,1023.1,4.0,9.6,-5.6,-7.0,49,22,4.5,11,19,22,22,3.1,0.0,,600,8,SC,30
15,1017.9,4.7,11.6,-1.0,-1.9,68,23,3.8,16,25,29,18,5.8,0.5,,60,6,ST,8
16,1020.9,3.4,9.8,-4.3,-3.0,66,40,4.9,12,29,17,23,4.2,,,5,9,FG,1
17,1023.6,4.7,11.9,-1.6,-3.7,59,29,4.4,11,29,17,29,0.8,,,90,,,
18,1020.7,5.4,13.4,-3.3,-6.3,48,22,4.3,13,30,18,30,4.8,,,500,6,CI,200
19,1017.3,7.6,15.6,-0.6,-0.9,59,20,3.7,9,16,16,24,2.0,,,250,5,SC,25
20,1011.1,8.6,15.1,1.7,4.7,79,44,4.5,11,22,16,23,6.9,17.0,,5,9,FG,5
21,1008.6,7.4,12.8,1.6,2.5,73,56,8.8,20,28,31,29,5.5,3.0,,30,6,SC,20
22,1020.5,3.0,8.5,-1.3,-9.8,40,22,8.8,14,34,21,35,0.8,,,,,,
23,1021.4,2.9,8.4,-3.9,-7.4,49,23,7.9,19,30,27,29,2.3,1.0,,250,7,SC,20
24,1021.9,3.3,9.4,-4.4,-7.0,50,25,6.2,15,23,22,27,0.0,,,,,,
25,1017.5,7.1,12.6,-0.3,-1.3,57,40,8.3,15,23,26,23,4.3,,,,5,SC,18
26,1017.7,10.2,17.4,4.3,0.4,55,24,4.1,10,36,18,36,2.2,,,400,7,ST,11
27,1013.1,10.7,16.5,4.1,4.2,66,46,9.1,21,22,33,23,5.2,,,220,6,SC,20
28,1014.4,8.4,14.4,3.0,-1.9,53,28,5.2,11,29,20,28,4.6,,,180,6,ST,8
29,1014.7,8.3,13.6,4.8,-6.8,35,23,6.0,13,31,17,30,3.5,,,,7,AC,80
30,1013.3,5.3,9.4,3.7,-0.4,69,39,9.0,20,28,32,27,7.0,2.5,,220,6,SC,20
31,1019.6,4.7,9.8,1.2,-7.7,43,23,9.4,18,27,26,27,4.4,,,,7,SC,25
