"SDT_YY","SDT_MM","ARP","DATE","PS_AVG","WSPD_AVG","WSPD_MAX","WSPD_INS","CA_TOT_AVG","RN_SUM","VIS_MNM","CLA","BASE","MIST","HM_INV"
2019,1,"ARP1",11,1025.6,2.6,6,12,4.7,0,280,6,35,2.1,0.0153846153846154
2019,1,"ARP1",12,1023.4,2.8,8,12,3.8,0,350,6,40,0.899999999999999,0.0178571428571429
2019,1,"ARP1",13,1026.1,2.7,7,9,0.2,0,50,0,0,-1.1,0.0149253731343284
2019,1,"ARP1",14,1026.1,2.3,6,9,4.5,0,5,5,20,-3,0.0135135135135135
2019,1,"ARP1",15,1024.7,7.5,20,27,3,0,90,5,20,1.1,0.0166666666666667
2019,1,"ARP1",16,1027.6,4.6,9,15,2.5,0.1,600,7,25,4.7,0.0222222222222222
2019,1,"ARP1",17,1024.6,4.5,12,17,1.5,0,600,6,30,3.9,0.0185185185185185
2019,1,"ARP1",18,1028,2.2,8,12,2.1,0,350,7,160,0.5,0.0175438596491228
2019,1,"ARP1",19,1023.1,3,7,14,5.1,0,280,5,25,-0.100000000000001,0.0153846153846154
2019,1,"ARP1",20,1023,9.4,16,22,0.8,0,280,5,30,7.4,0.0256410256410256
2019,1,"ARP1",21,1022.2,5.5,14,21,2.3,0,1000,7,25,-1,0.0178571428571429
2019,1,"ARP1",22,1019.8,3.8,12,19,0.8,0,50,0,0,-1.8,0.0149253731343284
2019,1,"ARP1",23,1020.6,6.1,16,24,0.5,0,60,0,0,4.6,0.0196078431372549
2019,1,"ARP1",24,1025.1,3.2,8,12,0.3,0,1000,0,0,5.6,0.0232558139534884
2019,1,"ARP1",25,1024.8,7.4,16,22,1,0,1000,6,200,7.7,0.025
2019,1,"ARP1",26,1029,6.5,13,19,0,0,1000,0,0,9.7,0.0294117647058824
2019,1,"ARP1",27,1027.6,4.5,10,20,3.8,0,1000,6,30,-2.4,0.0178571428571429
2019,1,"ARP1",28,1022.9,8.9,18,25,1.8,0,600,6,30,6.4,0.025
2019,1,"ARP1",29,1028.2,3.2,9,17,1.8,0,1000,7,180,3,0.0208333333333333
2019,1,"ARP1",30,1026.3,3.1,10,14,5.3,0,600,8,130,-0.4,0.0153846153846154
2019,1,"ARP1",31,1022.2,7.9,11,21,5.8,0,600,7,90,11.9,0.0357142857142857
2019,2,"ARP1",1,1024.4,3.5,11,17,2.5,0,1000,7,30,1.7,0.02
2019,2,"ARP1",2,1022.2,6.4,11,19,5.1,0,800,5,30,-0.4,0.0185185185185185
2019,2,"ARP1",3,1013.1,5.9,10,15,7.4,18.5,40,7,20,0.2,0.0120481927710843
2019,2,"ARP1",4,1025.8,5.3,13,19,2.3,0,350,5,200,8.4,0.0227272727272727
2019,2,"ARP1",5,1021.9,4.4,10,18,3.2,0,800,5,40,3.6,0.0217391304347826
2019,2,"ARP1",6,1016.6,3.3,9,15,6,0,500,7,25,-0.1,0.0163934426229508
2019,2,"ARP1",7,1023.1,11,19,25,3.6,0,250,7,25,5.1,0.0222222222222222
2019,2,"ARP1",8,1027.3,6,12,17,4.5,0,1000,5,180,9.7,0.0285714285714286
2019,2,"ARP1",9,1028.9,8.6,14,20,3,0,1000,6,130,10.7,0.0303030303030303
2019,2,"ARP1",10,1031.6,4.3,8,11,5.8,0,1000,7,100,7.5,0.027027027027027
2019,2,"ARP1",11,1032.2,4.3,11,23,0.8,0,1000,7,100,6.9,0.0263157894736842
2019,2,"ARP1",12,1034.6,4.4,11,16,3.3,0,900,7,30,6.3,0.0232558139534884
2019,2,"ARP1",13,1033.7,6.1,14,22,1.6,0,1000,7,200,10.2,0.0303030303030303
2019,2,"ARP1",14,1031.9,4.1,11,14,4.8,0,1000,7,180,8.5,0.0294117647058824
2019,2,"ARP1",15,1024.5,4,12,18,6.8,2.5,120,7,20,2.3,0.0142857142857143
2019,2,"ARP1",16,1024.8,5.7,11,17,2.4,0.1,420,6,30,3.5,0.0172413793103448
2019,2,"ARP1",17,1026.9,3.6,10,13,0,0,1000,0,0,2.6,0.0196078431372549
2019,2,"ARP1",18,1026.2,3.3,6,10,4.6,0,1000,8,80,1.8,0.0185185185185185
2019,2,"ARP1",19,1019.9,4,9,11,7,3.1,40,7,20,1.7,0.012987012987013
2019,2,"ARP1",20,1025.6,4.9,10,16,5,0,320,7,30,2.8,0.0153846153846154
2019,2,"ARP1",21,1027.3,2.7,10,12,0,0,200,0,0,0.9,0.0161290322580645
2019,2,"ARP1",22,1022.7,3.8,9,18,4.3,0,130,5,200,0.2,0.015625
2019,2,"ARP1",23,1023.7,3,11,17,3.1,0,100,7,200,2.7,0.0178571428571429
2019,2,"ARP1",24,1023.4,3.7,11,15,0.9,0,30,9,1,1.7,0.0166666666666667
2019,2,"ARP1",25,1022.3,5.1,12,16,3.5,0,80,6,5,3.7,0.0163934426229508
2019,2,"ARP1",26,1024.5,3.5,7,12,2.5,0,1000,7,180,4.2,0.0222222222222222
2019,2,"ARP1",27,1021.9,3.4,11,18,4.7,0,1000,5,90,7,0.0227272727272727
2019,2,"ARP1",28,1019.6,3.5,11,16,2.1,0,300,5,180,3.5,0.0188679245283019
2019,3,"ARP1",1,1022.4,3.5,10,15,0.3,0,160,0,0,1.7,0.0172413793103448
2019,3,"ARP1",2,1019.9,2.4,9,11,3.3,0,70,7,200,1.7,0.0178571428571429
2019,3,"ARP1",3,1013.8,3.9,8,11,4.5,0,250,6,180,1.9,0.0192307692307692
2019,3,"ARP1",4,1014,4.3,9,16,2.9,0,120,7,180,4,0.0185185185185185
2019,3,"ARP1",5,1020.5,4.5,10,17,5.2,0,90,9,9,2.1,0.0144927536231884
2019,3,"ARP1",6,1016.8,4.2,10,15,4.9,0,170,6,20,0.7,0.0149253731343284
2019,3,"ARP1",7,1020,6.6,14,19,0.4,0,320,0,0,3.2,0.0178571428571429
2019,3,"ARP1",8,1025.4,3.9,12,19,0,0,900,0,0,2.9,0.02
2019,3,"ARP1",9,1022.5,3,9,13,3.5,0,60,5,150,3.5,0.0208333333333333
2019,3,"ARP1",10,1014.5,5.2,9,12,6.2,0,1000,8,100,10.1,0.0256410256410256
2019,3,"ARP1",11,1009.8,4.2,9,16,4,0,250,5,20,0.0999999999999999,0.0153846153846154
2019,3,"ARP1",12,1011.6,7.8,18,25,3.1,0,90,8,12,4.9,0.0185185185185185
2019,3,"ARP1",13,1020.3,10,23,30,0.5,0,1000,5,40,7.8,0.027027027027027
2019,3,"ARP1",14,1023.1,4.5,11,22,3.1,0,600,8,30,1.4,0.0204081632653061
2019,3,"ARP1",15,1017.9,3.8,16,29,5.8,0.5,60,6,8,0.9,0.0147058823529412
2019,3,"ARP1",16,1020.9,4.9,12,17,4.2,0,5,9,1,-1.3,0.0151515151515152
2019,3,"ARP1",17,1023.6,4.4,11,17,0.8,0,90,0,0,2.1,0.0169491525423729
2019,3,"ARP1",18,1020.7,4.3,13,18,4.8,0,500,6,200,3,0.0208333333333333
2019,3,"ARP1",19,1017.3,3.7,9,16,2,0,250,5,25,0.3,0.0169491525423729
2019,3,"ARP1",20,1011.1,4.5,11,16,6.9,17,5,9,5,-3,0.0126582278481013
2019,3,"ARP1",21,1008.6,8.8,20,31,5.5,3,30,6,20,-0.9,0.0136986301369863
2019,3,"ARP1",22,1020.5,8.8,14,21,0.8,0,1000,0,0,8.5,0.025
2019,3,"ARP1",23,1021.4,7.9,19,27,2.3,1,250,7,20,3.5,0.0204081632653061
2019,3,"ARP1",24,1021.9,6.2,15,22,0,0,1000,0,0,2.6,0.02
2019,3,"ARP1",25,1017.5,8.3,15,26,4.3,0,1000,5,18,1,0.0175438596491228
2019,3,"ARP1",26,1017.7,4.1,10,18,2.2,0,400,7,11,3.9,0.0181818181818182
2019,3,"ARP1",27,1013.1,9.1,21,33,5.2,0,220,6,20,-0.100000000000001,0.0151515151515152
2019,3,"ARP1",28,1014.4,5.2,11,20,4.6,0,180,6,8,4.9,0.0188679245283019
2019,3,"ARP1",29,1014.7,6,13,17,3.5,0,1000,7,80,11.6,0.0285714285714286
2019,3,"ARP1",30,1013.3,9,20,32,7,2.5,220,6,20,4.1,0.0144927536231884
2019,3,"ARP1",31,1019.6,9.4,18,26,4.4,0,1000,7,25,8.9,0.0232558139534884
2019,4,"ARP1",1,1023,7,16,22,1.5,0,1000,7,220,5.8,0.0238095238095238
2019,4,"ARP1",2,1023,6.7,17,19,0.4,0,1000,0,0,3.4,0.0212765957446809
2019,4,"ARP1",3,1023.6,5.5,15,18,0.3,0,1000,0,0,2.5,0.0196078431372549
2019,4,"ARP1",4,1018.2,8.8,17,25,0.5,0,600,0,0,0.9,0.0175438596491228
2019,4,"ARP1",5,1010,7.9,17,27,2.8,0,450,7,10,4.7,0.0185185185185185
2019,4,"ARP1",6,1012.4,3.3,12,18,5.9,1.1,1000,5,40,1.5,0.0169491525423729
2019,4,"ARP1",7,1010.9,6,14,21,3,0,10,7,1,2.5,0.0181818181818182
2019,4,"ARP1",8,1015.1,7.1,16,24,2.9,0,1000,7,200,8.5,0.0277777777777778
2019,4,"ARP1",9,1016.4,9.1,19,27,7,13.7,600,7,25,6.6,0.0188679245283019
2019,4,"ARP1",10,1013,5,12,16,6.3,3.4,700,7,25,-0.7,0.0117647058823529
2019,4,"ARP1",11,1015.4,4,13,20,4.7,0,20,5,5,-1.8,0.0142857142857143
2019,4,"ARP1",12,1018.2,4.9,14,23,2.2,0,300,7,120,-0.1,0.0163934426229508
2019,4,"ARP1",13,1020,5.4,12,27,4.5,0,400,5,150,4.7,0.0212765957446809
2019,4,"ARP1",14,1015.5,7.6,20,31,4.3,1.5,420,5,25,4.8,0.0178571428571429
2019,4,"ARP1",15,1018.9,5.3,14,24,0,0,1000,0,0,3.4,0.0217391304347826
2019,4,"ARP1",16,1017.5,3.9,11,21,3.8,0,1000,6,200,5.7,0.025
2019,4,"ARP1",17,1013,4.8,13,24,2,0,1000,7,200,0.0999999999999996,0.0169491525423729
2019,4,"ARP1",18,1012.1,6.1,15,28,5,0,20,5,7,-1.2,0.0120481927710843
2019,4,"ARP1",19,1016.2,5.2,11,17,3.9,0,120,6,5,0.8,0.0151515151515152
2019,4,"ARP1",20,1015.3,5.6,11,22,5.1,0.8,120,5,5,0.199999999999999,0.0136986301369863
2019,4,"ARP1",21,1013.8,4.2,12,22,6.4,0,200,5,3,-1.2,0.0119047619047619
2019,4,"ARP1",22,1015,3.6,10,16,1.2,0,150,6,200,-1.3,0.0153846153846154
2019,4,"ARP1",23,1012.6,3.3,10,16,6.5,0,500,8,100,0.300000000000001,0.0153846153846154
2019,4,"ARP1",24,1006.8,4.2,15,21,3.9,2.4,180,7,25,0.200000000000001,0.012987012987013
2019,4,"ARP1",25,1007,7.7,14,20,7.2,6.7,350,7,20,-1,0.0121951219512195
2019,4,"ARP1",26,1013.2,6,10,15,6.9,1.7,600,7,20,-0.6,0.0119047619047619
2019,4,"ARP1",27,1021.6,4.4,11,16,3.3,0,1000,8,150,-1.8,0.0149253731343284
2019,4,"ARP1",28,1020.9,4.7,11,23,6,0.1,1000,5,40,3.6,0.0163934426229508
2019,4,"ARP1",29,1014.7,3.4,8,11,5.4,0,1000,6,100,2,0.015625
2019,4,"ARP1",30,1009.2,4.3,12,17,2.8,0,700,5,150,-0.7,0.0153846153846154
2019,5,"ARP1",1,1006.8,6.6,15,21,1.8,0,1000,5,40,1.7,0.0172413793103448
2019,5,"ARP1",2,1011.8,5.8,15,23,0,0,1000,0,0,4.9,0.0238095238095238
2019,5,"ARP1",3,1016.6,4.6,12,27,0,0,700,0,0,1.5,0.0188679245283019
2019,5,"ARP1",4,1018.2,4,10,22,4.6,0,350,6,200,1.6,0.0178571428571429
2019,5,"ARP1",5,1016.2,6,16,25,4.2,0,400,5,120,3.3,0.0188679245283019
2019,5,"ARP1",6,1017,10.8,21,34,0.8,0,1000,6,100,10.3,0.0277777777777778
2019,5,"ARP1",7,1016.3,5.9,15,23,0,0,1000,0,0,1.7,0.02
2019,5,"ARP1",8,1012.8,7,14,26,4.5,0,1000,7,180,0.800000000000001,0.0166666666666667
2019,5,"ARP1",9,1011.2,5.5,11,21,3,0,700,7,180,3.1,0.0175438596491228
2019,5,"ARP1",10,1013.5,4.7,13,18,2.3,0,600,5,200,-0.6,0.0158730158730159
2019,5,"ARP1",11,1014,4,10,19,1.8,0,800,7,200,1.3,0.0178571428571429
2019,5,"ARP1",12,1015,3.9,10,22,2.4,0,900,5,200,2.1,0.0188679245283019
2019,5,"ARP1",13,1014.8,4.1,13,18,7.4,0,1000,8,70,3.4,0.0169491525423729
2019,5,"ARP1",14,1013.2,4.5,11,20,1.7,0,600,5,200,0.100000000000001,0.0161290322580645
2019,5,"ARP1",15,1013.2,4.5,12,16,3.8,0,400,6,200,0.300000000000001,0.0147058823529412
2019,5,"ARP1",16,1012,4.6,11,19,2.1,0,300,7,200,1.5,0.0166666666666667
2019,5,"ARP1",17,1012.3,3.7,8,13,6.3,0,400,8,120,0.699999999999999,0.0161290322580645
2019,5,"ARP1",18,1011.7,10.5,22,30,7.2,0,800,8,70,2.6,0.0172413793103448
2019,5,"ARP1",19,1008.9,7,13,18,8,11.9,250,7,20,0,0.0112359550561798
2019,5,"ARP1",20,1005.1,10.7,19,31,4,6.7,160,6,18,2.7,0.0147058823529412
2019,5,"ARP1",21,1005.5,8.3,16,28,0,0,1000,0,0,1.3,0.0161290322580645
2019,5,"ARP1",22,1005.4,8.5,16,32,0.4,0,700,0,0,2.3,0.0175438596491228
2019,5,"ARP1",23,1008.4,4.3,9,18,0,0,700,0,0,1.1,0.0169491525423729
2019,5,"ARP1",24,1010.7,4.8,12,17,0.6,0,500,5,200,-0.9,0.015625
2019,5,"ARP1",25,1014.9,5.4,12,25,5.5,0,350,6,200,3,0.0172413793103448
2019,5,"ARP1",26,1014,5,15,28,4.8,0,1000,5,120,3.9,0.0185185185185185
2019,5,"ARP1",27,1004.5,9.5,18,28,7.3,8.7,280,5,5,-0.4,0.0120481927710843
2019,5,"ARP1",28,1010.9,6,15,28,1.7,0,1000,5,200,1.7,0.0181818181818182
2019,5,"ARP1",29,1009.9,6.5,13,21,0.5,0,700,0,0,0.9,0.0163934426229508
2019,5,"ARP1",30,1010.8,8.5,15,29,5.9,0,800,8,100,1.9,0.0169491525423729
2019,5,"ARP1",31,1010.6,6.8,15,29,2.5,0,1000,7,70,4.6,0.0172413793103448
2019,6,"ARP1",1,1010.5,5,11,25,4.3,0,500,6,20,1.4,0.0140845070422535
2019,6,"ARP1",2,1007.9,4.5,12,19,1,0,600,6,170,1.5,0.0169491525423729
2019,6,"ARP1",3,1008,5.2,14,21,0.6,0,1000,0,0,0.899999999999999,0.0166666666666667
2019,6,"ARP1",4,1009.3,6.5,14,23,2.2,0,1000,8,12,0.199999999999999,0.0149253731343284
2019,6,"ARP1",5,1011.9,5.4,12,18,5.4,0,600,8,12,0.699999999999999,0.0131578947368421
2019,6,"ARP1",6,1010.4,5.3,13,21,7.6,3.1,300,6,40,-0.700000000000003,0.0117647058823529
2019,6,"ARP1",7,1003.5,9.3,15,21,6,19.2,300,3,15,0.699999999999999,0.0126582278481013
2019,6,"ARP1",8,1008.1,3.8,10,24,5,0,1000,7,170,-0.200000000000001,0.0147058823529412
2019,6,"ARP1",9,1005.7,5.1,17,23,6.5,13,350,6,25,0.799999999999997,0.0133333333333333
2019,6,"ARP1",10,1007.1,7.8,13,19,6.5,3.4,800,6,25,2.4,0.0138888888888889
2019,6,"ARP1",11,1009,4.7,10,17,2.9,0,1000,6,60,1.9,0.0158730158730159
2019,6,"ARP1",12,1010.4,4.7,13,18,0.2,0,1000,0,0,0.0999999999999996,0.0142857142857143
2019,6,"ARP1",13,1010,4.5,11,16,3.1,0,800,5,200,0.200000000000001,0.0149253731343284
2019,6,"ARP1",14,1005.7,5.3,11,20,6,0,800,6,150,2.3,0.0144927536231884
2019,6,"ARP1",15,1000.7,7.3,20,28,1.8,0,800,5,30,2,0.0140845070422535
2019,6,"ARP1",16,1006.6,4.5,13,25,3.3,0,1000,5,30,0.9,0.0149253731343284
2019,6,"ARP1",17,1011.9,6.5,12,21,4.1,0,400,8,110,2.5,0.0142857142857143
2019,6,"ARP1",18,1010.6,5.6,11,23,7.7,20.6,350,6,25,-0.899999999999999,0.0121951219512195
2019,6,"ARP1",19,1008,4.8,13,18,6.5,0.3,700,5,15,1.3,0.0123456790123457
2019,6,"ARP1",20,1007.3,5.4,10,19,6.3,0,600,8,35,0.699999999999999,0.0128205128205128
2019,6,"ARP1",21,1006.2,5,11,18,6.3,0,600,5,15,-0.799999999999997,0.0119047619047619
2019,6,"ARP1",22,1006.4,5.7,12,17,1.1,0,900,0,0,2,0.0175438596491228
2019,6,"ARP1",23,1008.2,5.3,12,19,1.1,0,1000,6,40,3,0.0188679245283019
2019,6,"ARP1",24,1011.8,5.2,12,21,1.3,0,1000,6,40,3,0.0166666666666667
2019,6,"ARP1",25,1014.4,4.1,12,21,0.8,0,600,5,200,1,0.0158730158730159
2019,6,"ARP1",26,1008.6,4,11,16,6.7,0,700,5,30,0.800000000000001,0.0149253731343284
2019,6,"ARP1",27,1000.9,4.1,10,22,7,0,500,5,15,0.800000000000001,0.0131578947368421
2019,6,"ARP1",28,1002,3.8,10,20,7,0.1,280,5,30,1.4,0.0128205128205128
2019,6,"ARP1",29,998.3,4.8,8,14,6.7,3.8,280,6,20,1,0.0125
2019,6,"ARP1",30,1000.5,5.5,12,23,6,0,330,5,10,-1.2,0.0120481927710843
2017,1,"ARP3",1,1028.5,4.8,9,12,3.5,0,1000,5,30,2.9,0.0163934426229508
2017,1,"ARP3",2,1023.6,4,9,14,6.4,0.5,500,6,25,3,0.0136986301369863
2017,1,"ARP3",3,1025.1,4.8,8,14,1.3,0,400,0,0,3.7,0.0158730158730159
2017,1,"ARP3",4,1024.1,4.8,7,10,2.8,0,400,6,200,3.1,0.0163934426229508
2017,1,"ARP3",5,1023.5,10.1,20,26,7,5,400,5,30,2.1,0.0140845070422535
2017,1,"ARP3",6,1024.3,14,23,28,5.1,1,600,5,30,4.8,0.0151515151515152
2017,1,"ARP3",7,1018.6,12.1,18,22,7.1,9.5,500,4,25,1.9,0.012987012987013
2017,1,"ARP3",8,1013.9,9.8,19,26,7,12,350,6,20,3.4,0.0133333333333333
2017,1,"ARP3",9,1019.4,12.4,21,34,6.9,0,800,6,25,5.9,0.0169491525423729
2017,1,"ARP3",10,1024.3,9.9,14,23,6.9,0,1000,6,30,8.1,0.0188679245283019
2017,1,"ARP3",11,1026.8,8.1,14,21,7,0,1000,7,30,8,0.0188679245283019
2017,1,"ARP3",12,1020.7,9.1,17,26,6.5,0,420,6,25,5.7,0.0188679245283019
2017,1,"ARP3",13,1018.7,12.5,24,35,5.8,0,700,7,25,6.4,0.0204081632653061
2017,1,"ARP3",14,1025.2,12.8,17,29,6.8,0,1000,7,30,6.7,0.0188679245283019
2017,1,"ARP3",15,1028.5,8.7,15,26,3.7,0,1000,5,25,7,0.0192307692307692
2017,1,"ARP3",16,1028.7,6.4,11,19,4.8,0,1000,7,30,6.7,0.02
2017,1,"ARP3",17,1030.6,4.8,7,11,4.7,0,1000,7,30,3.4,0.0172413793103448
2017,1,"ARP3",18,1029.5,5.9,10,18,6.8,0,600,5,25,5.7,0.0175438596491228
2017,1,"ARP3",19,1024.2,5.3,9,15,6.3,0,500,6,25,5.3,0.0172413793103448
2017,1,"ARP3",20,1025.4,19.3,28,46,6.8,0,250,7,30,5.1,0.0178571428571429
2017,1,"ARP3",21,1028.5,7.6,16,28,6.8,0,600,7,30,6.7,0.0188679245283019
2017,1,"ARP3",22,1028.5,15.9,21,36,7,1,180,7,30,5.6,0.0181818181818182
2017,1,"ARP3",23,1031.9,12.9,21,31,6.9,0,250,7,30,7,0.0188679245283019
2017,1,"ARP3",24,1034.6,9,13,22,6.5,0,1000,7,30,8.1,0.0196078431372549
2017,1,"ARP3",25,1034.3,4.6,8,16,4.5,0,1000,7,25,5.1,0.0178571428571429
2017,1,"ARP3",26,1029.6,5.4,12,18,2.6,0,1000,0,0,2.2,0.0163934426229508
2017,1,"ARP3",27,1027.8,7.8,19,30,4.2,0,280,6,25,3.8,0.0181818181818182
2017,1,"ARP3",28,1025.5,5.8,10,13,2.3,0,1000,6,120,0.8,0.0166666666666667
2017,1,"ARP3",29,1017,5.3,13,21,7.3,2,80,6,25,-2.1,0.0123456790123457
2017,1,"ARP3",30,1026.3,12.9,19,33,7.1,2,400,5,25,4.5,0.0166666666666667
2017,1,"ARP3",31,1028.3,5.6,10,17,5.3,0,1000,6,25,5.9,0.0175438596491228
2017,2,"ARP3",1,1029.5,8.1,14,23,4.6,0,1000,7,25,7.2,0.0185185185185185
2017,2,"ARP3",2,1031.2,3.8,7,14,0.6,0,1000,0,0,4.5,0.0185185185185185
2017,2,"ARP3",3,1027.1,4.4,7,10,3.6,0,1000,7,110,3.6,0.0178571428571429
2017,2,"ARP3",4,1019.9,3.3,6,13,7.7,3,500,6,30,4.9,0.0161290322580645
2017,2,"ARP3",5,1016.1,12.8,20,30,7.6,2,400,6,25,3.6,0.0140845070422535
2017,2,"ARP3",6,1023.7,10.3,18,27,5.4,0,400,7,35,7.3,0.0188679245283019
2017,2,"ARP3",7,1024.7,4.3,7,12,4.6,0,1000,7,180,7.3,0.0192307692307692
2017,2,"ARP3",8,1020.1,7.5,18,29,6.9,1,1000,5,25,5.2,0.0166666666666667
2017,2,"ARP3",9,1018.4,18.8,24,37,7.2,0,400,6,25,5.3,0.0175438596491228
2017,2,"ARP3",10,1020.8,18.5,26,40,7,0,80,7,35,4.5,0.0161290322580645
2017,2,"ARP3",11,1026.5,16.2,24,41,6.7,0.5,120,7,25,3.8,0.0169491525423729
2017,2,"ARP3",12,1030,8.5,14,23,4.7,0,1000,7,35,6.7,0.0212765957446809
2017,2,"ARP3",13,1031.9,6.2,13,24,0.2,0,1000,0,0,5.4,0.0212765957446809
2017,2,"ARP3",14,1033.6,7.5,18,26,1.5,0,700,0,0,5.3,0.0192307692307692
2017,2,"ARP3",15,1030.8,4.3,7,10,0.9,0,1000,0,0,3.3,0.0169491525423729
2017,2,"ARP3",16,1021.5,13.4,25,39,3.6,0,600,5,30,0.2,0.0172413793103448
2017,2,"ARP3",17,1022.6,10.1,23,37,5.2,0,350,5,20,2.2,0.0163934426229508
2017,2,"ARP3",18,1027.4,7.8,12,21,2.7,0,1000,6,30,6.9,0.02
2017,2,"ARP3",19,1018.2,12.1,35,55,1.3,0,1000,0,0,2.4,0.024390243902439
2017,2,"ARP3",20,1017.6,13.8,34,50,6.6,1,350,5,25,0.7,0.015625
2017,2,"ARP3",21,1027.9,10.4,21,28,2,0,1000,5,150,3.6,0.0178571428571429
2017,2,"ARP3",22,1014.9,9.6,19,30,7.9,23,350,6,25,0.2,0.012987012987013
2017,2,"ARP3",23,1021.3,13.5,18,30,6.8,0,600,6,30,6.1,0.0175438596491228
2017,2,"ARP3",24,1026.1,7.5,14,23,4.1,0,1000,7,30,8.4,0.0204081632653061
2017,2,"ARP3",25,1024.5,7,11,17,4.2,0,400,6,40,5.9,0.0204081632653061
2017,2,"ARP3",26,1025,4.2,7,11,4.8,0,600,7,180,6.6,0.02
2017,2,"ARP3",27,1026.7,4.6,8,13,2.5,0,1000,5,30,3.6,0.0181818181818182
2017,2,"ARP3",28,1025.5,4.8,7,12,1.2,0,1000,7,200,6.9,0.0217391304347826
2017,3,"ARP3",1,1017.2,8.7,24,40,6,1,250,5,25,5.6,0.0192307692307692
2017,3,"ARP3",2,1019.4,14.8,24,35,7.1,0,1000,5,30,7.4,0.0185185185185185
2017,3,"ARP3",3,1021.4,4.4,8,13,3.7,0,1000,7,160,4.1,0.0196078431372549
2017,3,"ARP3",4,1018.9,4.1,8,12,4.2,0,1000,5,25,2.8,0.0163934426229508
2017,3,"ARP3",5,1016.8,5.4,10,16,6.5,0,1000,5,25,4.3,0.015625
2017,3,"ARP3",6,1018.4,10.5,16,26,3.9,0,600,7,200,9,0.0217391304347826
2017,3,"ARP3",7,1018.9,11.2,19,33,5.8,0.5,350,5,25,5.9,0.0185185185185185
2017,3,"ARP3",8,1018.7,14.2,19,33,6.5,0,600,7,30,8,0.0212765957446809
2017,3,"ARP3",9,1017.5,11.9,16,27,0.8,0,1000,0,0,11.3,0.0263157894736842
2017,3,"ARP3",10,1020.5,5.6,12,21,2,0,800,5,200,9.4,0.025
2017,3,"ARP3",11,1023.4,5.2,9,11,2.2,0,1000,5,200,10.6,0.0303030303030303
2017,3,"ARP3",12,1021.1,6.3,13,19,4.3,0,1000,8,120,5.2,0.0217391304347826
2017,3,"ARP3",13,1017.8,6.1,11,17,7.3,0,600,8,80,7.7,0.0185185185185185
2017,3,"ARP3",14,1020.6,9.5,15,24,2.5,0,1000,7,150,8.5,0.0204081632653061
2017,3,"ARP3",15,1023.9,6.5,12,20,1.1,0,1000,0,0,8.5,0.0208333333333333
2017,3,"ARP3",16,1022.3,4.8,7,11,4.8,0,1000,7,120,2.9,0.0166666666666667
2017,3,"ARP3",17,1024,5.1,8,11,1,0,1000,0,0,5.9,0.0204081632653061
2017,3,"ARP3",18,1024.2,5.4,10,14,4.4,0,1000,7,110,4.8,0.0185185185185185
2017,3,"ARP3",19,1024.5,9,18,24,4.4,0,700,7,150,4.6,0.02
2017,3,"ARP3",20,1016.7,14,23,28,7.5,16,100,5,25,2.4,0.0133333333333333
2017,3,"ARP3",21,1019.2,11.4,18,27,2.5,1,250,5,25,6.1,0.0169491525423729
2017,3,"ARP3",22,1021.5,3.5,8,13,5.7,0,1000,8,100,3.9,0.0175438596491228
2017,3,"ARP3",23,1021,5.1,11,17,6.2,7,500,5,30,4.1,0.0158730158730159
2017,3,"ARP3",24,1020.4,6,16,20,6.5,0,1000,8,110,2.5,0.0169491525423729
2017,3,"ARP3",25,1019.3,5.1,13,19,7.7,3,700,5,20,2.4,0.0136986301369863
2017,3,"ARP3",26,1020,7.3,13,22,6.5,0,700,5,20,3.5,0.0149253731343284
2017,3,"ARP3",27,1023.2,10.4,15,24,3.4,0,600,6,30,5.3,0.0175438596491228
2017,3,"ARP3",28,1023.8,5.7,11,17,3.1,0,900,5,40,5.4,0.0208333333333333
2017,3,"ARP3",29,1019.8,9,40,54,6.9,0,350,6,25,2.5,0.0140845070422535
2017,3,"ARP3",30,1021.2,4.4,8,11,5.7,0,350,7,25,5.3,0.0151515151515152
2017,3,"ARP3",31,1018.5,7.1,15,21,7.4,14,380,5,25,3.8,0.0140845070422535
2017,4,"ARP3",1,1017.8,8,12,20,3.3,0,500,6,30,4.6,0.015625
2017,4,"ARP3",2,1020.5,6,10,16,2.3,0,1000,8,110,7.2,0.0217391304347826
2017,4,"ARP3",3,1024.9,6.4,9,15,0.2,0,1000,0,0,7.3,0.0238095238095238
2017,4,"ARP3",4,1024.6,3.9,9,11,3,0,800,8,120,3.8,0.0185185185185185
2017,4,"ARP3",5,1017.1,15,30,48,8,0.5,600,5,40,3,0.0172413793103448
2017,4,"ARP3",6,1012.9,10.9,28,39,8,21,250,6,25,0.300000000000001,0.0117647058823529
2017,4,"ARP3",7,1013.2,5.5,12,16,6.5,0.5,20,7,2,-0.5,0.0117647058823529
2017,4,"ARP3",8,1012.6,6.5,11,14,5.5,0,80,7,25,-0.6,0.0119047619047619
2017,4,"ARP3",9,1013.1,10.9,23,33,7.1,0,500,5,25,0.800000000000001,0.0128205128205128
2017,4,"ARP3",10,1009.4,19.5,29,40,8,0.5,100,6,20,3.3,0.0133333333333333
2017,4,"ARP3",11,1009.3,7.5,15,21,6.1,8,100,6,20,2.3,0.0133333333333333
2017,4,"ARP3",12,1017.1,5.5,12,18,4,0,600,6,180,7.6,0.0227272727272727
