"SDT_YY","SDT_MM","ARP","DATE","PS_AVG","WSPD_AVG","WSPD_MAX","WSPD_INS","CA_TOT_AVG","RN_SUM","VIS_MNM","CLA","BASE","MIST","HM_INV"
2017,1,"ARP1",1,1028.2,3.6,7,11,5.2,0,250,6,30,-2.1,0.0142857142857143
2017,1,"ARP1",2,1022.9,5,9,13,5.3,0,50,6,5,-2.7,0.0136986301369863
2017,1,"ARP1",3,1024.6,3.2,9,12,0.4,0,50,0,0,0.4,0.0158730158730159
2017,1,"ARP1",4,1024.3,4.1,10,14,2.3,0,280,0,0,2.4,0.0163934426229508
2017,1,"ARP1",5,1027.5,5.1,12,17,6.2,0,800,6,140,2.3,0.0185185185185185
2017,1,"ARP1",6,1027.1,4.5,9,13,2.8,0,600,5,140,3.3,0.0185185185185185
2017,1,"ARP1",7,1022.1,3.2,6,9,3.4,0,30,5,110,-0.2,0.0142857142857143
2017,1,"ARP1",8,1015.2,4.5,8,11,5.9,0,500,5,30,1.3,0.015625
2017,1,"ARP1",9,1017.7,7.9,15,20,2.8,0,380,7,30,2.6,0.0181818181818182
2017,1,"ARP1",10,1024.5,7.2,17,23,0.8,0,1000,6,180,6.3,0.0222222222222222
2017,1,"ARP1",11,1025.9,3.8,12,17,1.8,0,1000,5,40,6.3,0.0263157894736842
2017,1,"ARP1",12,1019.1,7.1,17,22,2.6,0,400,7,35,6.7,0.0222222222222222
2017,1,"ARP1",13,1018.3,6.3,18,25,2.3,0,220,7,25,6.5,0.0208333333333333
2017,1,"ARP1",14,1026.3,11.4,20,27,0,0,1000,0,0,11.9,0.0294117647058824
2017,1,"ARP1",15,1029,5.6,9,18,0,0,1000,0,0,7.6,0.0263157894736842
2017,1,"ARP1",16,1029.9,2.5,6,11,0,0,1000,0,0,2.8,0.0212765957446809
2017,1,"ARP1",17,1031.9,2.6,5,10,2.3,0,700,6,35,1,0.0175438596491228
2017,1,"ARP1",18,1030.9,2.9,7,10,3.8,0,270,6,30,0.0999999999999996,0.0151515151515152
2017,1,"ARP1",19,1024.7,3.3,11,15,5.3,0,230,5,25,2.2,0.0169491525423729
2017,1,"ARP1",20,1022.5,7.3,18,24,3.9,4,50,5,25,-1.5,0.0158730158730159
2017,1,"ARP1",21,1027,3.7,18,30,4.5,2.3,10,8,20,-3,0.0136986301369863
2017,1,"ARP1",22,1028.3,8.5,20,27,0.2,0,300,5,80,4.9,0.0208333333333333
2017,1,"ARP1",23,1032.1,4.3,11,16,0,0,800,0,0,3.7,0.0212765957446809
2017,1,"ARP1",24,1035,2.6,7,9,0,0,150,0,0,0.100000000000001,0.0178571428571429
2017,1,"ARP1",25,1035.1,2,6,9,0,0,120,0,0,-0.200000000000001,0.0175438596491228
2017,1,"ARP1",26,1027.3,6.5,16,26,4.7,1,280,6,25,-4.2,0.0151515151515152
2017,1,"ARP1",27,1027.5,9,19,29,2,4,180,5,30,5.8,0.0217391304347826
2017,1,"ARP1",28,1027.8,3.3,7,11,3.4,0,1000,7,110,3.2,0.0208333333333333
2017,1,"ARP1",29,1019.6,4.8,13,25,7.8,3.5,60,6,20,4.3,0.0138888888888889
2017,1,"ARP1",30,1025.6,7.6,14,19,1.5,0,500,5,40,3.4,0.0175438596491228
2017,1,"ARP1",31,1030,3.5,7,10,2.4,0,1000,5,150,4,0.0196078431372549
2017,2,"ARP1",1,1029.6,7.1,16,23,1.2,0,1000,0,0,5.7,0.0204081632653061
2017,2,"ARP1",2,1031,3.8,10,15,0.5,0,1000,0,0,0.9,0.0196078431372549
2017,2,"ARP1",3,1027.3,3,9,15,1.8,0,50,6,30,-0.3,0.0151515151515152
2017,2,"ARP1",4,1021.6,2.8,6,7,5.4,0,50,8,70,-2,0.0136986301369863
2017,2,"ARP1",5,1014.3,5,10,15,6.3,0.5,220,5,25,1.5,0.0136986301369863
2017,2,"ARP1",6,1022.6,8.8,14,23,0,0,800,0,0,7.1,0.0204081632653061
2017,2,"ARP1",7,1026.1,3.6,7,10,4.2,0,1000,5,120,6,0.0217391304347826
2017,2,"ARP1",8,1020.1,4.1,13,19,5,0,1000,8,120,5,0.0204081632653061
2017,2,"ARP1",9,1016.7,9.6,16,24,1.5,0,1000,6,30,9.1,0.0238095238095238
2017,2,"ARP1",10,1019,10.4,16,23,0.9,0,1000,0,0,9,0.0256410256410256
2017,2,"ARP1",11,1024.8,8.3,17,23,0.2,0,1000,0,0,6.8,0.024390243902439
2017,2,"ARP1",12,1029.1,3.3,10,19,0,0,1000,0,0,2,0.0188679245283019
2017,2,"ARP1",13,1030.8,2.7,8,21,2.8,0,500,6,25,-0.799999999999999,0.0161290322580645
2017,2,"ARP1",14,1033.1,4.1,9,13,0,0,500,0,0,4.4,0.0208333333333333
2017,2,"ARP1",15,1030.4,3.9,7,15,0,0,700,0,0,1.8,0.0181818181818182
2017,2,"ARP1",16,1020.1,5.6,12,21,4.4,0,250,7,25,-5.5,0.0158730158730159
2017,2,"ARP1",17,1021.8,10.6,18,26,3.5,3.5,180,6,25,3.3,0.0192307692307692
2017,2,"ARP1",18,1026.5,5.3,13,22,0.2,0,1000,0,0,5.5,0.0227272727272727
2017,2,"ARP1",19,1016.3,7.3,15,22,6.1,4,170,6,20,-0.5,0.0158730158730159
2017,2,"ARP1",20,1017.6,13.2,20,30,2.3,0,80,6,20,4.6,0.0196078431372549
2017,2,"ARP1",21,1030,3.4,9,13,2.6,0,1000,5,130,5,0.0238095238095238
2017,2,"ARP1",22,1017.1,6.6,15,21,7.8,3,120,6,20,3.1,0.0142857142857143
2017,2,"ARP1",23,1019.5,11.5,20,28,0.8,0,800,0,0,5.8,0.0196078431372549
2017,2,"ARP1",24,1024.8,4.5,12,19,0.8,0,800,0,0,3.9,0.0204081632653061
2017,2,"ARP1",25,1022.3,5.1,11,26,0.8,0,10,0,0,-1.5,0.0161290322580645
2017,2,"ARP1",26,1025,5,11,18,0.3,0,20,0,0,0.899999999999999,0.0175438596491228
2017,2,"ARP1",27,1027.6,3.4,9,14,0,0,1000,0,0,4.2,0.0212765957446809
2017,2,"ARP1",28,1025.2,4.1,10,18,1,0,1000,7,180,2.1,0.0217391304347826
2017,3,"ARP1",1,1017.3,5.6,19,24,7.5,6,160,6,20,4.8,0.0175438596491228
2017,3,"ARP1",2,1016.2,7.8,12,18,2.2,0.5,160,7,25,4.5,0.0178571428571429
2017,3,"ARP1",3,1020.6,4.9,11,25,1,0,1000,0,0,0.4,0.0178571428571429
2017,3,"ARP1",4,1019.5,2.8,9,12,0.5,0,120,0,0,-0.9,0.0153846153846154
2017,3,"ARP1",5,1016.9,4.2,13,18,5.1,0,10,9,1,-1.3,0.0138888888888889
2017,3,"ARP1",6,1017.3,10.2,21,33,1,0,350,6,90,9.8,0.025
2017,3,"ARP1",7,1017.4,8.7,17,26,1.2,0,1000,6,90,10,0.027027027027027
2017,3,"ARP1",8,1015.3,6.6,15,33,1.3,0,400,5,30,2.4,0.0204081632653061
2017,3,"ARP1",9,1013.1,7.5,17,25,0.3,0,800,0,0,2.2,0.0208333333333333
2017,3,"ARP1",10,1019.5,3.4,11,16,0.2,0,800,0,0,3.3,0.0217391304347826
2017,3,"ARP1",11,1023.4,3.5,13,18,1.9,0,600,6,180,1.7,0.0185185185185185
2017,3,"ARP1",12,1021.3,4.3,14,20,6.5,0,330,6,70,1.6,0.0161290322580645
2017,3,"ARP1",13,1019.2,5.9,12,17,1.3,0,330,5,200,3.8,0.0204081632653061
2017,3,"ARP1",14,1019.3,8.8,17,27,0.7,0,1000,6,200,7.9,0.027027027027027
2017,3,"ARP1",15,1023.4,4.5,13,18,0.5,0,1000,0,0,7,0.0256410256410256
2017,3,"ARP1",16,1022.2,3.3,12,17,2.2,0,600,5,200,2.9,0.0204081632653061
2017,3,"ARP1",17,1023.9,3.8,12,17,1,0,30,5,200,1.7,0.0188679245283019
2017,3,"ARP1",18,1024.8,4.5,15,21,2.6,0,500,6,110,7.6,0.0232558139534884
2017,3,"ARP1",19,1025.9,3,7,14,0.1,0,20,0,0,1.5,0.0188679245283019
2017,3,"ARP1",20,1019.7,2.8,12,17,5.9,0,280,7,120,2.1,0.0181818181818182
2017,3,"ARP1",21,1016.6,7,15,23,1.4,0,150,8,120,6.2,0.0217391304347826
2017,3,"ARP1",22,1021.2,3.8,11,17,1.9,0,1000,7,180,4.8,0.025
2017,3,"ARP1",23,1020.8,4.6,14,19,4,0,800,7,180,7.6,0.0232558139534884
2017,3,"ARP1",24,1021.4,4.1,11,19,5.7,0,900,5,200,2.8,0.0208333333333333
2017,3,"ARP1",25,1019.8,4.8,13,21,5.2,0,800,7,80,6.7,0.0222222222222222
2017,3,"ARP1",26,1018.9,4.9,12,18,5.5,0,400,3,30,3.5,0.0178571428571429
2017,3,"ARP1",27,1020.2,5.7,22,31,4.7,0,350,5,20,1.6,0.0161290322580645
2017,3,"ARP1",28,1023.4,4.5,9,18,4.1,0,10,7,180,-0.5,0.0163934426229508
2017,3,"ARP1",29,1023.1,4,10,14,2.3,0,80,5,200,1.5,0.0169491525423729
2017,3,"ARP1",30,1022.1,3.9,8,14,2.9,0,350,6,180,0.1,0.0169491525423729
2017,3,"ARP1",31,1018.6,5,12,16,7.5,0.5,380,7,20,2.6,0.0144927536231884
2017,4,"ARP1",1,1016.5,5.4,20,31,2.7,0.5,350,5,20,1.6,0.0166666666666667
2017,4,"ARP1",2,1018.9,4.3,11,18,0.4,0,400,0,0,1.1,0.0185185185185185
2017,4,"ARP1",3,1022.9,5.4,10,19,0,0,280,0,0,1.4,0.02
2017,4,"ARP1",4,1024,4.1,12,20,2.7,0,270,7,180,1.9,0.0204081632653061
2017,4,"ARP1",5,1017.1,6,13,20,7.8,34.5,200,6,25,4.5,0.0153846153846154
2017,4,"ARP1",6,1012.6,6,15,23,6.8,1,60,6,25,2.1,0.0123456790123457
2017,4,"ARP1",7,1014.5,4.4,12,15,4.3,0,350,5,10,2,0.0144927536231884
2017,4,"ARP1",8,1013.3,4.3,12,16,7,0.5,20,9,1,0.2,0.0131578947368421
2017,4,"ARP1",9,1014.1,6.7,13,20,6.1,0.5,20,8,70,2.5,0.0169491525423729
2017,4,"ARP1",10,1012.4,7.3,14,19,4.1,0,1000,7,170,15.3,0.0357142857142857
2017,4,"ARP1",11,1006.7,8.3,18,28,4.4,0,1000,8,80,10.1,0.025
2017,4,"ARP1",12,1015.2,9,18,27,1.1,0,1000,5,200,16,0.0434782608695652
2017,4,"ARP1",13,1016.6,6.1,14,26,1.7,0,500,5,80,1.3,0.0185185185185185
2017,4,"ARP1",14,1012.3,9.8,22,34,6,7,280,5,25,2.2,0.0178571428571429
2017,4,"ARP1",15,1014,4.9,12,18,1.7,0,420,4,30,3,0.0172413793103448
2017,4,"ARP1",16,1014.8,3.3,8,11,6.1,0,280,7,180,1.9,0.0172413793103448
2017,4,"ARP1",17,1002.9,6.1,14,18,6,6,480,7,20,1.2,0.0144927536231884
2017,4,"ARP1",18,999.4,8.2,17,30,5,3,260,7,25,1.4,0.0140845070422535
2017,4,"ARP1",19,1010.2,6,12,20,1.2,0,1000,6,180,7.1,0.0227272727272727
2017,4,"ARP1",20,1012.9,5.2,14,18,7,0,1000,6,80,5.7,0.02
2017,4,"ARP1",21,1011.7,3.8,11,16,3.9,0,600,8,180,0.1,0.0166666666666667
2017,4,"ARP1",22,1013.4,5.3,17,23,0.5,0,50,0,0,3,0.0188679245283019
2017,4,"ARP1",23,1017.3,5.5,13,22,0.1,0,500,0,0,4.9,0.0227272727272727
2017,4,"ARP1",24,1019.1,7.6,18,28,4.8,0,1000,4,90,5.4,0.0256410256410256
2017,4,"ARP1",25,1018.8,5.9,12,21,7.2,0,500,7,20,2.8,0.0169491525423729
2017,4,"ARP1",26,1016.7,8.9,20,30,2.9,0,420,6,110,9.3,0.025
2017,4,"ARP1",27,1012.4,7.5,18,28,0.8,0,1000,0,0,4.7,0.0227272727272727
2017,4,"ARP1",28,1005.8,8.7,17,31,1.9,0,800,5,130,2.7,0.0175438596491228
2017,4,"ARP1",29,1007,8,15,26,0,0,500,0,0,4.2,0.0217391304347826
2017,4,"ARP1",30,1007.5,6.1,13,21,0.1,0,350,0,0,3.1,0.0169491525423729
2017,5,"ARP1",1,1016.1,4,11,16,0.9,0,50,0,0,0.6,0.0166666666666667
2017,5,"ARP1",2,1021.7,4.1,12,15,3.4,0,120,7,200,3.8,0.0188679245283019
2017,5,"ARP1",3,1021.2,3.9,15,20,0.6,0,1000,0,0,3.9,0.0222222222222222
2017,5,"ARP1",4,1016.7,3.8,13,20,4.5,0,700,7,90,3.9,0.0208333333333333
2017,5,"ARP1",5,1014.1,7,20,27,4.2,0,600,5,20,4.5,0.0185185185185185
2017,5,"ARP1",6,1015.8,9.5,20,35,1.3,0,600,0,0,8.9,0.0294117647058824
2017,5,"ARP1",7,1014.3,7.4,18,28,0.5,0,800,0,0,5.9,0.0227272727272727
2017,5,"ARP1",8,1014.1,6.3,11,21,5.5,0,500,8,180,3.1,0.0217391304347826
2017,5,"ARP1",9,1011.3,4.1,10,17,7.6,4.5,350,5,25,5.1,0.0161290322580645
2017,5,"ARP1",10,1010,6,11,16,4.9,0.5,140,6,20,2.8,0.0140845070422535
2017,5,"ARP1",11,1011.7,4.4,10,17,6.5,0,280,7,25,0.899999999999999,0.015625
2017,5,"ARP1",12,1009.1,5.8,11,19,7,0,200,5,20,2.2,0.0142857142857143
2017,5,"ARP1",13,1006,9.3,28,46,3.7,6,200,5,25,1.6,0.0142857142857143
2017,5,"ARP1",14,1009.8,9.4,18,26,0.8,0,1000,0,0,3.7,0.0192307692307692
2017,5,"ARP1",15,1012.2,6.1,12,17,2.6,0,1000,0,0,5,0.0178571428571429
2017,5,"ARP1",16,1011.3,5,10,14,4.5,0,800,6,80,3.3,0.0158730158730159
2017,5,"ARP1",17,1011.8,4,12,16,0.3,0,800,0,0,2.8,0.0185185185185185
2017,5,"ARP1",18,1015.9,4.5,10,23,0.6,0,1000,0,0,3.5,0.0208333333333333
2017,5,"ARP1",19,1017.2,4.9,13,19,0,0,700,0,0,5.6,0.0217391304347826
2017,5,"ARP1",20,1016.4,4.8,13,17,3.6,0,800,5,180,4.3,0.0196078431372549
2017,5,"ARP1",21,1015.5,4.5,10,18,2.5,0,1000,6,200,3.2,0.0188679245283019
2017,5,"ARP1",22,1014.5,4.1,13,17,2.6,0,800,6,200,2.4,0.0175438596491228
2017,5,"ARP1",23,1011.3,4.2,11,18,7,4,220,5,30,1.9,0.0147058823529412
2017,5,"ARP1",24,1008.6,5.5,12,16,2.7,0,300,5,30,3.1,0.0161290322580645
2017,5,"ARP1",25,1005.6,9.7,19,26,1,0,600,7,180,5.3,0.0204081632653061
2017,5,"ARP1",26,1008.2,5.7,10,18,1,0,1000,0,0,6,0.0238095238095238
2017,5,"ARP1",27,1012.2,5.3,14,19,0,0,700,0,0,4.1,0.02
2017,5,"ARP1",28,1011.8,6.8,14,24,1,0,600,0,0,2.3,0.0192307692307692
2017,5,"ARP1",29,1012.2,5.9,12,20,2.3,0,600,5,20,2.3,0.0161290322580645
2017,5,"ARP1",30,1009.8,5.5,11,20,5.1,0,500,7,180,6.2,0.0196078431372549
2017,5,"ARP1",31,1003.6,4.4,11,24,4.2,0,450,7,120,2.2,0.0163934426229508
2017,6,"ARP1",1,999.6,7.5,16,24,3.6,0,600,5,25,5.8,0.0181818181818182
2017,6,"ARP1",2,1004.5,6.7,14,21,2.6,0,1000,7,110,8.1,0.024390243902439
2017,6,"ARP1",3,1007.9,6.8,14,20,1.5,0,1000,6,110,8.6,0.0238095238095238
2017,6,"ARP1",4,1011.7,5.9,14,22,0.6,0,1000,0,0,6.7,0.024390243902439
2017,6,"ARP1",5,1014.8,3.9,10,14,4.3,0,1000,5,110,6.8,0.0256410256410256
2017,6,"ARP1",6,1013.2,7.9,13,21,8,16.5,300,6,25,5.9,0.0188679245283019
2017,6,"ARP1",7,1005,6.2,12,17,6.9,11.5,180,7,25,1,0.0123456790123457
2017,6,"ARP1",8,1010.1,5.9,12,20,3,0,220,6,20,0.6,0.0153846153846154
2017,6,"ARP1",9,1007.2,9,17,32,5,0,220,5,10,2,0.0144927536231884
2017,6,"ARP1",10,1007.5,4.8,10,17,5.4,2.5,130,5,25,7.8,0.02
2017,6,"ARP1",11,1008.6,5.2,12,18,0.2,0,1000,0,0,5.7,0.0227272727272727
2017,6,"ARP1",12,1014.4,6.9,13,17,4,0,1000,7,100,8.7,0.0227272727272727
2017,6,"ARP1",13,1014.8,5.8,14,21,5.3,0,700,6,120,3.8,0.0151515151515152
2017,6,"ARP1",14,1011.6,4.7,12,18,1.1,0,600,0,0,2.9,0.0161290322580645
2017,6,"ARP1",15,1008.5,5.8,11,18,1.4,0,600,0,0,1.7,0.0158730158730159
2017,6,"ARP1",16,1009.5,5.8,11,21,1,0,350,5,200,2.9,0.0166666666666667
2017,6,"ARP1",17,1010.9,5.6,12,18,0.3,0,700,0,0,4.8,0.0172413793103448
2017,6,"ARP1",18,1010.7,4.5,12,17,0.1,0,420,0,0,2.4,0.0161290322580645
2017,6,"ARP1",19,1009.9,4.2,11,14,4.4,0,200,5,200,2.8,0.0166666666666667
2017,6,"ARP1",20,1005.6,4.1,11,14,5.5,0,600,6,110,4,0.0192307692307692
2017,6,"ARP1",21,1005.8,4.8,14,20,3.5,0,700,6,110,6.1,0.0178571428571429
2017,6,"ARP1",22,1009.2,5.3,12,18,3,0,600,6,20,4,0.0161290322580645
2017,6,"ARP1",23,1006.7,4,13,18,3.2,0,500,5,180,3,0.0163934426229508
2017,6,"ARP1",24,1003.7,4,13,20,7.5,0.5,800,4,70,5.3,0.0166666666666667
2017,6,"ARP1",25,1002.7,3.7,11,15,5.1,0,600,6,30,3.3,0.0153846153846154
2017,6,"ARP1",26,1007.2,5.5,17,21,6.1,2,600,5,25,3.6,0.0144927536231884
2017,6,"ARP1",27,1010,4.5,11,14,5.8,0.5,110,7,30,3,0.0147058823529412
2017,6,"ARP1",28,1012.3,4.4,12,16,3.8,0,250,5,30,3.7,0.015625
2017,6,"ARP1",29,1011.6,4.5,11,16,3.7,0,250,6,120,2.1,0.0151515151515152
2017,6,"ARP1",30,1008.7,4.5,10,14,5.2,0,180,5,30,2.4,0.0147058823529412
2017,7,"ARP1",1,1007.7,4.3,11,17,6.8,0.5,280,6,20,2.2,0.0138888888888889
2017,7,"ARP1",2,1007.1,5.7,13,34,8,83,40,4,10,0.399999999999999,0.0120481927710843
2017,7,"ARP1",3,1006,8,15,24,7.9,38,50,6,25,0.5,0.0123456790123457
2017,7,"ARP1",4,1006.1,4.3,12,16,4.8,0.5,110,5,3,2.2,0.0135135135135135
2017,7,"ARP1",5,1010.2,3.6,9,16,3.5,0,380,6,120,2.2,0.0144927536231884
2017,7,"ARP1",6,1010.2,4.3,12,16,4.8,0,420,7,20,1.2,0.0144927536231884
2017,7,"ARP1",7,1007.7,7.8,15,22,7.8,18.5,120,6,20,1.6,0.012987012987013
2017,7,"ARP1",8,1006.4,8.5,14,23,8,3.5,500,7,20,2.3,0.0125
2017,7,"ARP1",9,1006.5,5.2,16,22,7.2,59.5,70,7,20,0.899999999999999,0.0126582278481013
2017,7,"ARP1",10,1001.1,6.4,14,22,8,111.5,80,5,20,0,0.0113636363636364
2017,7,"ARP1",11,1007.1,4.4,10,17,7.1,1.5,220,5,20,0.5,0.0128205128205128
2017,7,"ARP1",12,1010.5,4.8,9,16,4.5,0,160,7,20,1.4,0.012987012987013
2017,7,"ARP1",13,1008.2,3.5,9,20,2.2,0,420,0,0,0.600000000000001,0.0138888888888889
2017,7,"ARP1",14,1008,5.3,18,27,4.3,1,280,7,20,3.2,0.0144927536231884
2017,7,"ARP1",15,1009.7,5.4,11,21,8,39.5,120,6,20,0.900000000000002,0.0119047619047619
2017,7,"ARP1",16,1011.9,3.5,8,17,7.8,19.5,220,7,20,0.900000000000002,0.0125
2017,7,"ARP1",17,1012.2,3.3,10,19,7.8,1.5,300,4,20,1.7,0.0131578947368421
2017,7,"ARP1",18,1009.9,4.3,9,13,5.5,2,160,6,20,1.4,0.0126582278481013
2017,7,"ARP1",19,1007.5,4.3,12,15,4.7,0,420,6,20,2.2,0.0138888888888889
2017,7,"ARP1",20,1006.7,4.1,11,17,3.5,0,350,5,40,1.8,0.0144927536231884
2017,7,"ARP1",21,1008.1,5,9,21,5.5,0,420,5,25,3,0.0136986301369863
2017,7,"ARP1",22,1009.1,5,9,17,7.4,0.5,350,6,25,3.2,0.0133333333333333
2017,7,"ARP1",23,1004.9,4.8,9,18,7.1,64.5,40,5,10,1.1,0.0120481927710843
2017,7,"ARP1",24,1003,2.7,8,13,7.1,8.5,180,7,20,2.4,0.0123456790123457
2017,7,"ARP1",25,1003.7,5.5,10,13,3.4,0,50,7,150,1.4,0.0142857142857143
2017,7,"ARP1",26,1007.5,7,16,23,2.9,0,800,0,0,5.6,0.0166666666666667
2017,7,"ARP1",27,1008.1,3.9,7,12,6.8,5,330,6,25,3.6,0.0147058823529412
2017,7,"ARP1",28,1008.1,4.2,7,11,7.8,8.5,180,6,25,0.600000000000001,0.0113636363636364
2017,7,"ARP1",29,1007.6,6,12,17,6.3,0,700,5,25,2.8,0.0135135135135135
2017,7,"ARP1",30,1007.3,5.3,9,20,5.4,0,800,5,20,3.7,0.0147058823529412
2017,7,"ARP1",31,1008.9,3.7,10,13,7.8,6.5,160,6,25,2.4,0.0120481927710843
2017,8,"ARP1",1,1010.2,3.3,7,11,5.5,1,600,5,35,1.1,0.0136986301369863
2017,8,"ARP1",2,1007.6,3.2,8,12,4.6,0,600,4,40,1.1,0.0136986301369863
2017,8,"ARP1",3,1005,5.4,11,18,4.3,0,700,7,180,5,0.0158730158730159
2017,8,"ARP1",4,1005.4,4.6,11,15,4.3,0,1000,5,200,3.8,0.0158730158730159
2017,8,"ARP1",5,1003.4,5.2,15,19,3.6,0,800,6,200,1.6,0.0142857142857143
2017,8,"ARP1",6,1000.8,4.3,12,19,4.9,0,600,5,30,2.6,0.0135135135135135
2017,8,"ARP1",7,999.8,4.6,12,17,1.7,0,350,5,200,2.2,0.0138888888888889
2017,8,"ARP1",8,1000,4.3,10,14,6.1,0,420,4,30,2.7,0.0140845070422535
2017,8,"ARP1",9,998,4.8,10,15,7,0,500,8,80,4.3,0.015625
2017,8,"ARP1",10,1000.9,3.9,10,13,7.9,1,330,6,20,2.3,0.0125
2017,8,"ARP1",11,1006.1,4.7,12,28,4,1,1000,5,25,3.5,0.0142857142857143
2017,8,"ARP1",12,1010.5,5.3,10,15,3.5,0,1000,5,150,4.6,0.0163934426229508
2017,8,"ARP1",13,1010.4,8,12,17,7.2,0,1000,5,35,6,0.0166666666666667
2017,8,"ARP1",14,1006.5,7.2,12,18,8,4,1000,5,35,5,0.0151515151515152
2017,8,"ARP1",15,1003.2,6.5,11,18,8,99,150,3,10,2.1,0.0119047619047619
2017,8,"ARP1",16,1005.4,6.4,12,17,7.7,8.5,350,6,25,1.8,0.0131578947368421
2017,8,"ARP1",17,1008.1,4.2,9,14,6.5,5.5,200,5,25,1.7,0.0133333333333333
2017,8,"ARP1",18,1011.1,2.9,8,13,4.5,0,420,5,25,2,0.0133333333333333
2017,8,"ARP1",19,1012,4.1,9,12,6.5,0,700,5,30,2.2,0.0136986301369863
2017,8,"ARP1",20,1008.6,8.8,15,20,8,68.5,180,7,20,1.6,0.0119047619047619
2017,8,"ARP1",21,1006.9,7.6,14,22,6.3,9,110,5,25,1.7,0.0128205128205128
2017,8,"ARP1",22,1012,4,9,19,2.7,0,1000,0,0,0.800000000000001,0.0136986301369863
2017,8,"ARP1",23,1011.6,7.9,16,25,6.5,29,110,7,20,-0.600000000000001,0.0121951219512195
2017,8,"ARP1",24,1006.2,10.5,21,33,5.8,20,400,7,25,-1.6,0.0123456790123457
2017,8,"ARP1",25,1008.8,3.5,11,16,4.4,0,60,6,150,2.7,0.0144927536231884
2017,8,"ARP1",26,1014,4,10,16,1.6,0,1000,0,0,2.5,0.0166666666666667
2017,8,"ARP1",27,1015.5,3.2,6,11,7,0,1000,7,120,1.5,0.0140845070422535
2017,8,"ARP1",28,1011.8,4.5,17,25,7.4,11.5,420,5,30,1,0.012987012987013
2017,8,"ARP1",29,1015,8,13,18,5,0,1000,5,140,5.8,0.0172413793103448
2017,8,"ARP1",30,1014.5,3.4,7,12,5.8,0,800,8,140,4.5,0.0172413793103448
2017,8,"ARP1",31,1012.7,4.2,11,17,0.8,0,65,5,2,0.5,0.0147058823529412
2017,9,"ARP1",1,1013.1,4.2,9,14,0,0,1000,0,0,2,0.0166666666666667
2017,9,"ARP1",2,1013,3.7,10,18,1.5,0,1000,5,200,1.7,0.015625
2017,9,"ARP1",3,1015,3.2,9,14,2.3,0,600,5,200,1.6,0.0153846153846154
2017,9,"ARP1",4,1015.5,3.3,8,15,4,0,500,5,180,3.2,0.0163934426229508
2017,9,"ARP1",5,1012.2,3.6,9,12,7.5,0,800,8,100,3.7,0.0153846153846154
2017,9,"ARP1",6,1009,2.7,5,10,7.5,1.5,600,4,25,1.3,0.0133333333333333
2017,9,"ARP1",7,1008.3,3.2,8,12,2.4,0,280,6,120,-0.100000000000001,0.0135135135135135
2017,9,"ARP1",8,1011.6,3.4,10,13,1.3,0,60,9,9,2.1,0.0140845070422535
2017,9,"ARP1",9,1013.4,3.4,9,15,3.2,0,30,6,200,-0.699999999999999,0.0133333333333333
2017,9,"ARP1",10,1013.9,3.2,7,11,6.5,0,200,5,30,0.899999999999999,0.0133333333333333
2017,9,"ARP1",11,1008.2,5.1,10,14,5.4,26,280,7,25,1.6,0.012987012987013
2017,9,"ARP1",12,1013.8,4.6,11,17,0.5,0,500,0,0,3.8,0.0163934426229508
2017,9,"ARP1",13,1018.9,4.1,11,14,0,0,1000,0,0,3.9,0.0178571428571429
2017,9,"ARP1",14,1019.7,4.4,11,14,1.3,0,1000,5,200,2.4,0.0181818181818182
2017,9,"ARP1",15,1019.3,7.3,13,18,2.8,0,1000,5,200,4.1,0.0192307692307692
2017,9,"ARP1",16,1015.1,7.7,13,20,2.6,0,1000,6,200,4.7,0.0204081632653061
2017,9,"ARP1",17,1008.3,7,13,18,3,0,1000,5,200,5.1,0.0185185185185185
2017,9,"ARP1",18,1008.7,3.9,11,17,0.8,0,1000,0,0,1,0.015625
2017,9,"ARP1",19,1008.9,9,18,31,4,4,200,3,15,-0.300000000000001,0.012987012987013
2017,9,"ARP1",20,1012.8,5.5,10,15,1,0,600,0,0,3.8,0.0192307692307692
2017,9,"ARP1",21,1014.5,2.8,7,14,0.5,0,1000,0,0,1.4,0.015625
2017,9,"ARP1",22,1013.3,4.2,10,24,1.9,0,700,5,180,1,0.0153846153846154
2017,9,"ARP1",23,1015.7,4.8,8,18,4.2,0,420,6,25,0.5,0.0144927536231884
2017,9,"ARP1",24,1015.7,4.1,14,21,3.2,0,250,4,20,-0.200000000000003,0.0135135135135135
2017,9,"ARP1",25,1015.2,3.3,6,12,2.1,0,600,5,200,0.800000000000001,0.0153846153846154
2017,9,"ARP1",26,1012.3,3.9,9,17,3.9,0,280,5,120,0.6,0.0151515151515152
2017,9,"ARP1",27,1008.1,4.6,10,13,6.2,0,330,5,30,2.1,0.0142857142857143
2017,9,"ARP1",28,1011,7.9,17,26,2.3,0,1000,7,160,4.3,0.0185185185185185
2017,9,"ARP1",29,1017.9,4.5,12,19,2.7,0,1000,5,200,3.7,0.0217391304347826
2017,9,"ARP1",30,1021.5,5.7,11,22,1.8,0,700,7,30,2,0.0161290322580645
2017,10,"ARP1",1,1017.4,5.5,12,19,7.3,4.5,380,7,30,2.3,0.0140845070422535
2017,10,"ARP1",2,1011.8,6.4,12,18,2.3,0.5,330,6,30,3.1,0.015625
