DATE,PS_AVG,TMP_AVG,TMP_MAX,TMP_MNM,TD_AVG,HM_AVG,HM_MNM,WSPD_AVG,WSPD_MAX,WD_MAX,WSPD_INS,WD_INS,CA_TOT_AVG,RN_SUM,SD_MAX,VIS_MNM,CLA,CLF,BASE
1,1013.5,24.7,28.9,21.5,21.0,81,64,4.3,10,31,15,30,3.9,0.0,,120,6,ST,3
2,1012.9,24.2,29.8,19.2,18.7,73,51,2.9,6,28,14,25,3.7,,,250,6,CU,40
3,1012.2,24.3,28.5,21.1,20.1,78,60,3.0,6,31,13,23,4.6,,,330,5,AC,80
4,1012.9,21.9,23.7,20.3,19.6,87,74,5.6,16,11,22,12,7.8,46.0,,180,4,SC,25
5,1017.1,21.8,25.7,15.6,15.4,69,40,5.0,10,32,17,32,3.7,2.5,,600,6,SC,25
6,1019.6,20.4,26.3,14.6,13.2,66,37,3.8,11,32,16,33,0.3,,,,,,
7,1018.0,21.6,27.2,15.6,14.6,67,39,4.0,9,9,14,10,5.2,1.5,,600,5,SC,30
8,1012.7,20.0,23.7,18.0,15.5,76,59,7.7,21,16,33,17,6.6,23.5,,200,5,SC,20
9,1014.6,20.3,24.9,16.1,15.8,76,55,3.2,8,28,14,1,6.1,,,600,6,AC,140
10,1014.2,21.8,27.3,16.5,16.2,72,52,4.4,9,34,12,30,3.0,,,230,7,CS,200
11,1014.2,22.3,28.8,16.1,14.7,64,41,3.7,8,9,11,9,3.0,,,,5,CI,180
12,1011.4,21.6,26.4,18.6,16.5,73,59,3.3,11,29,16,30,7.1,,,800,4,AC,100
13,1010.4,20.0,21.4,18.6,17.6,87,75,3.4,10,35,14,2,8.0,11.5,,250,5,SC,20
14,1014.9,18.6,21.6,16.4,13.4,73,53,4.6,10,33,17,35,7.3,3.0,,400,5,SC,30
15,1018.4,20.3,25.1,15.8,13.3,66,44,3.9,8,8,12,8,6.5,,,,3,AC,120
16,1016.9,19.2,22.4,15.5,13.0,69,52,5.5,10,1,14,1,7.1,2.0,,,5,SC,30
17,1001.9,17.4,19.4,16.1,14.9,86,77,10.0,19,4,31,6,7.8,74.0,,300,5,SC,25
18,1003.3,20.4,24.8,15.6,15.1,73,52,5.2,11,25,17,28,4.8,,,600,5,SC,30
19,1008.3,20.2,25.2,15.6,13.3,66,47,5.6,12,30,19,30,3.2,,,700,5,AC,120
20,1015.1,19.7,25.3,14.1,14.3,73,51,2.8,7,28,10,23,2.0,0.0,,330,6,CU,25
21,1016.3,19.0,24.3,14.8,14.4,77,46,3.5,9,29,12,25,3.7,,,20,5,ST,2
22,1014.0,19.0,25.9,13.1,12.7,71,31,3.0,7,33,11,32,3.8,,,340,5,CI,180
23,1012.4,19.9,26.3,14.4,13.1,69,35,3.3,10,31,14,30,1.6,,,20,5,ST,2
24,1015.2,20.1,26.9,14.2,13.4,69,40,3.3,6,33,9,34,0.9,,,700,,,
25,1020.4,20.4,28.1,13.2,12.8,65,31,3.6,8,11,15,19,0.9,,,60,,,
26,1021.6,20.0,24.9,15.0,13.5,67,50,4.2,7,5,11,5,5.0,,,600,5,CI,180
27,1018.8,19.4,23.8,15.4,12.9,68,41,4.4,10,13,14,13,6.0,,,300,4,AC,120
28,1012.7,17.3,22.7,14.4,13.2,77,58,5.0,12,20,18,20,4.8,9.5,,240,5,SC,25
29,1011.3,15.6,19.5,12.1,8.6,64,43,5.2,13,31,19,33,4.1,0.5,,,5,SC,30
30,1011.3,14.7,20.1,9.4,9.4,72,49,3.7,7,33,12,34,1.3,,,,,,
