DATE,PS_AVG,TMP_AVG,TMP_MAX,TMP_MNM,TD_AVG,HM_AVG,HM_MNM,WSPD_AVG,WSPD_MAX,WD_MAX,WSPD_INS,WD_INS,CA_TOT_AVG,RN_SUM,SD_MAX,VIS_MNM,CLA,CLF,BASE
1,1008.9,20.2,24.1,19.0,18.3,89,78,6.0,10,12,13,7,8.0,16.0,,600,5,SC,25
2,1007.6,19.8,22.3,17.6,17.9,89,82,6.5,12,2,15,2,8.0,2.5,,450,4,SC,20
3,1011.1,22.2,27.4,17.6,18.3,80,55,3.3,7,6,13,11,6.7,0.5,,,5,SC,30
4,1012.5,22.1,24.5,20.0,18.8,82,68,4.6,8,8,11,10,7.8,0.5,,,5,SC,40
5,1011.8,20.6,24.6,18.7,17.6,84,64,6.6,13,7,17,6,7.6,1.5,,,7,AC,70
6,1009.0,17.5,20.5,16.6,16.8,95,91,6.9,11,36,13,35,7.5,22.5,,700,6,ST,7
7,1006.4,21.0,26.2,16.6,17.2,80,62,5.3,10,34,14,34,5.8,,,,6,SC,60
8,1008.0,21.1,25.7,16.4,16.3,76,56,5.8,12,28,17,25,3.5,,,,5,SC,20
9,1010.3,21.2,27.0,15.2,16.5,77,50,4.0,11,27,13,28,2.5,0.5,,600,6,SC,25
10,1012.6,23.1,28.2,18.9,19.9,83,60,6.2,11,24,14,24,3.3,,,250,4,SC,20
11,1012.8,23.3,27.8,19.6,20.3,84,64,3.6,10,28,11,28,4.1,,,60,6,CI,160
12,1013.7,22.6,28.7,17.6,19.5,84,59,3.5,9,28,11,28,2.1,,,60,5,CI,180
13,1014.5,22.3,26.9,17.7,20.4,90,74,3.4,7,36,10,2,5.4,,,60,6,AC,120
14,1012.2,21.4,27.1,18.0,18.7,86,56,6.5,15,10,19,10,7.5,36.5,,120,6,SC,25
15,1007.9,20.2,23.1,17.8,19.2,94,85,3.9,9,30,11,30,7.3,7.5,,280,6,ST,10
16,1009.5,20.6,25.2,17.0,18.4,88,66,5.9,11,9,15,7,6.7,3.0,,60,5,SC,25
17,1013.6,22.9,27.9,17.2,17.5,73,54,7.2,12,10,16,9,3.3,0.0,,,6,AC,80
18,1014.6,21.3,23.2,19.0,18.2,83,69,9.2,15,9,21,9,7.3,22.5,,280,4,SC,25
19,1011.6,22.3,27.5,19.9,21.2,94,78,7.1,18,16,22,16,7.5,40.5,,80,6,SC,20
20,1011.0,24.8,31.1,19.7,22.1,87,62,7.5,17,23,22,16,7.4,25.0,,140,6,ST,5
21,1014.8,22.1,24.0,19.9,19.5,86,72,7.2,16,20,21,20,7.8,2.0,,300,5,SC,20
22,1020.5,20.3,22.7,18.7,16.7,81,65,7.8,18,9,23,9,7.8,0.0,,400,5,SC,30
23,1020.4,21.8,25.6,18.3,16.2,71,57,6.9,12,10,16,10,7.2,1.0,,700,5,SC,35
24,1017.9,21.9,27.0,18.5,18.0,80,60,4.5,9,10,11,11,4.2,0.5,,,6,SC,30
25,1016.9,20.9,27.8,16.0,18.5,88,54,3.0,8,30,9,30,2.5,,,20,5,AC,80
26,1016.6,21.4,26.1,16.9,18.4,84,63,5.5,11,23,15,24,5.1,,,60,5,SC,20
27,1012.3,21.0,24.3,17.6,20.0,94,83,8.6,18,22,25,22,8.0,19.0,,120,6,SC,20
28,1018.1,16.8,20.9,12.9,12.2,76,46,4.7,10,31,14,32,7.3,0.0,,600,4,SC,20
29,1022.2,17.1,22.0,12.1,14.0,83,62,4.0,9,9,12,12,7.4,0.0,,,8,AS,100
30,1020.0,17.7,19.0,15.9,15.7,88,81,4.6,9,16,11,16,7.4,0.0,,800,5,SC,20
