DATE,PS_AVG,TMP_AVG,TMP_MAX,TMP_MNM,TD_AVG,HM_AVG,HM_MNM,WSPD_AVG,WSPD_MAX,WD_MAX,WSPD_INS,WD_INS,CA_TOT_AVG,RN_SUM,SD_MAX,VIS_MNM,CLA,CLF,BASE
1,1013.9,23.0,28.5,18.6,19.0,79,58,4.7,11,34,13,34,2.5,,,600,5,CI,180
2,1012.8,23.9,28.7,20.2,19.6,78,53,3.9,8,33,10,32,2.6,,,170,,,
3,1012.1,24.2,30.7,20.6,20.2,79,59,5.0,11,21,14,22,2.5,,,500,4,SC,30
4,1013.5,24.3,28.7,20.7,21.5,85,73,9.5,18,22,24,22,7.5,28.8,,500,6,SC,20
5,1018.3,22.5,25.3,19.2,18.0,77,57,6.8,11,35,15,36,3.1,2.7,,500,4,SC,25
6,1019.1,21.9,26.8,17.7,15.7,69,48,6.9,15,34,18,34,0.1,,,600,,,
7,1016.5,22.9,29.0,17.2,18.7,78,59,7.5,20,20,30,21,5.4,16.2,,290,4,SC,20
8,1014.3,22.3,25.0,19.8,18.2,78,65,5.8,19,28,26,27,5.7,23.7,,290,5,SC,25
9,1014.0,20.1,21.3,19.0,17.5,85,80,4.3,9,1,11,1,8.0,7.8,,500,4,SC,25
10,1013.6,21.9,25.8,18.2,17.9,79,66,5.9,13,34,16,33,1.4,1.8,,600,5,AC,120
11,1013.6,23.0,28.7,18.2,18.7,78,50,4.7,9,34,12,3,3.5,,,150,5,CI,180
12,1011.1,24.2,29.7,19.8,19.4,75,54,4.6,9,34,12,1,5.8,,,500,4,AC,120
13,1010.0,22.6,25.0,21.6,20.1,86,74,4.8,11,35,14,36,7.8,2.7,,400,5,SC,25
14,1014.3,21.4,23.2,19.3,17.0,77,57,6.3,12,35,17,2,7.7,0.8,,600,5,SC,25
15,1016.9,21.2,25.6,18.3,15.2,70,46,5.0,11,1,15,6,7.4,,,600,8,AS,120
16,1012.5,20.7,22.5,19.7,18.9,89,84,7.0,15,4,22,5,8.0,29.7,,350,5,SC,25
17,997.9,19.6,21.1,18.0,17.7,89,82,18.0,36,36,46,36,8.0,119.3,,200,5,SC,25
18,1005.9,22.0,25.2,18.0,17.3,76,56,7.4,11,30,15,31,4.9,,,600,6,AS,110
19,1010.7,21.4,25.6,17.7,16.6,75,46,6.5,11,28,15,30,1.8,,,600,,,
20,1016.0,20.3,26.0,15.6,16.9,82,60,5.0,11,29,15,30,2.4,,,30,,,
21,1016.5,20.4,26.2,16.7,15.9,78,35,4.0,9,35,12,33,4.6,,,25,6,AC,130
22,1013.5,20.6,27.0,15.0,15.9,76,48,4.6,9,32,13,31,2.9,,,80,,,
23,1012.0,20.9,26.2,16.0,16.8,79,55,6.0,14,34,18,34,0.5,,,200,,,
24,1014.5,21.1,27.1,16.2,16.7,78,51,4.8,11,34,15,36,0.8,,,20,,,
25,1019.5,21.9,30.0,16.1,16.2,74,36,4.9,10,32,12,1,0.9,,,110,,,
26,1020.7,21.3,28.7,16.2,14.6,69,30,4.8,9,35,13,6,4.3,,,500,5,CI,180
27,1018.4,20.5,24.8,17.3,16.6,79,60,3.8,8,35,13,33,4.7,,,250,6,AS,120
28,1013.9,20.3,25.7,16.3,16.2,78,62,6.3,13,28,18,31,5.2,0.0,,200,7,AS,110
29,1012.5,19.6,23.5,16.3,12.2,63,48,8.8,14,35,18,36,3.7,,,600,5,AC,110
30,1011.4,18.7,22.5,15.3,13.1,70,55,7.1,16,35,22,36,4.2,,,600,6,AC,110
